date,ormas_mentioned,sentiment,headline
2022-03-04,Ormas Saja,Negative,jalan terjal perempuan selenggara milu
2022-08-21,Nahdlatul Ulama (NU),Negative,pbnu rektor unila urus nu lampung suap murni urus
2022-11-11,Ormas Saja,Negative,bripka hk polisi tangsel ancam pecat bukti selingkuh
2022-10-06,Muhammadiyah,Neutral,muhammadiyah tepis kabar liar resmi dukung anies capres 2024
2022-08-19,Ormas Saja,Negative,wartawan labuhanbatu keroyok otk terima ancam
2022-02-28,Ormas Saja,Neutral,isra mikraj pandemi
2011-12-12,Ormas Saja,Negative,bentrok kubu ormas
2022-12-09,Ormas Saja,Positive,walkot eri ketat aman gereja surabaya natal skenario
2022-11-29,Ormas Saja,Neutral,copot atribut tenda ungsi polisi periksa 2 saksi
2022-09-15,Ormas Saja,Neutral,ksad selisih panglima tni
2022-07-04,Persatuan Islam (Persis),Positive,hima persis polri inklusif kolaboratif mahasiswa
2022-09-15,Pemuda Pancasila (PP),Negative,langgar atur pos pp-ipk medan bongkar anak buah bobby
2022-09-14,Ormas Saja,Neutral,jenderal dudung hubung panglima tni
2022-09-14,Ormas Saja,Negative,profil effendi simbolon tni gerombol kalah pilgub sumut
2022-09-14,Ormas Saja,Negative,kesal jenderal dudung effendi simbolon sok
2022-09-14,Ormas Saja,Negative,jenderal dudung effendi simbolon maaf tni harga
2022-09-14,Ormas Saja,Negative,effendi simbolon maaf tni gerombol
2010-11-05,Ormas Islam,Negative,ormas islam ariel hukum berat
2022-08-16,Nahdlatul Ulama (NU),Negative,pcnu blitar protes program sekolah sak ngajine
2022-10-30,Ormas Saja,Neutral,jalan terang politik niluh djelantik
2022-11-18,Muhammadiyah,Positive,ratus pekanbaru berangkat muktamar muhammadiyah
2022-07-01,Ormas Saja,Negative,sosok kader nasdem gresik sangka pria nikah domba
2022-09-27,Ormas Saja,Neutral,kronologi g30s pki singkat pasca tragedi
2022-08-15,Ormas Saja,Positive,wagub dki pimpin apel akbar bangsa gera 10 juta bendera
2022-12-07,Ormas Saja,Negative,relokasi pasar rengasdengklok karawang ricuh
2022-11-27,Ormas Saja,Negative,duduk perkara label gereja tenda bantu cianjur copot
2022-09-12,Ormas Saja,Negative,mahasiswa demo bbm sindir puan megawati tangis
2022-09-12,Ormas Saja,Negative,ricuh aksi 1209 demo nyebur air mancur thamrin jakpus
2010-08-10,Ormas Islam,Negative,ormas islam razia lokalisasi
2022-09-12,Ormas Saja,Negative,orator demo 1209 jokowi bohong narasi harga bbm
2022-09-12,Ormas Saja,Neutral,kasetpres temu massa demo harga bbm aspirasi ditindaklanjuti
2022-09-12,Nahdlatul Ulama (NU),Negative,buruh demo patung kuda bawa spanduk mati hati nurani presiden-dpr
2022-12-06,Nahdlatul Ulama (NU),Positive,temu pj gubernur heru budi 2 bamus betawi sepakat
2022-10-01,Ormas Saja,Negative,japto kader pemuda pancasila wajib pilih anies 2024
2022-06-29,Ormas Saja,Positive,hnw sambut pancasila mata ajar wajib sekolah
2022-08-31,Ormas Saja,Negative,wali kota bandung kecam resmi gedung dakwah annas
2022-11-28,Ormas Saja,Positive,mukernas kosgoro ridwan kamil doa menang golkar 2024
2022-09-30,Ormas Saja,Neutral,besok uas jadwal isi aji masjid agung al aqsha klaten
2022-04-14,Ormas Saja,Neutral,lampu kuning tukang roasting
2010-06-02,Ormas Islam,Negative,ormas islam demo dubes as
2022-11-27,Ormas Saja,Neutral,respons ridwan kamil copot label gereja bantu cianjur
2022-06-27,Ormas Saja,Neutral,wagub dki sanksi holywings tahap langsung tutup
2022-06-27,Pemuda Pancasila (PP),Negative,sapma pp knpi kantor anies desak izin holywings cabut
2022-09-29,Pemuda Pancasila (PP),Neutral,plt tum ppp majelis pakar bahas strategi menang milu
2022-09-22,Nahdlatul Ulama (NU),Neutral,lika-liku tutup saritem eks sarang kembang dayang bandung
2022-09-24,Pemuda Pancasila (PP),Positive,prabowo puji ridwan kamil muktamar pp persis
2022-08-09,Muhammadiyah,Neutral,muhammadiyah tanggal sejarah
2022-11-12,Ormas Saja,Positive,pui gelar rakernas kuat konsolidasi cepat capai renstra
2022-06-25,Ormas Saja,Neutral,gp ansor batal konvoi holywings terima arah gus yaqut
2022-09-23,Ormas Saja,Neutral,tawar kapolda metro demo monas banding jalan
2009-09-02,Ormas Islam,Negative,kantor jawa pos digeruduk ormas islam
2022-06-25,Ormas Saja,Neutral,indo barometer prediksi lahir koalisi gondangdia pks-pd amin
2022-09-22,Ormas Saja,Negative,jerit tani tomat bandung harga bbm
2022-08-09,Ormas Saja,Negative,lapor mkd dpr komen bela sambo bamsoet
2022-06-24,Ormas Saja,Negative,tegur pemprov dki holywings promo miras muhammad-maria
2022-04-08,Ormas Saja,Positive,jenderal andika bersih lingkung
2022-09-06,Ormas Saja,Neutral,duka soimah keluarga duka gontor
2022-04-06,Ormas Saja,Positive,mimbar bekas altar simbol toleransi masjid baitul muttaqin mojokerto
2022-09-25,Ormas Saja,Neutral,hotman buka 911 surabaya mahfud md teknis urus polisi
2022-09-24,Persatuan Islam (Persis),Positive,prabowo puji ridwan kamil muktamar persis hitung
2022-09-24,Ormas Saja,Neutral,partai garuda seru anies capres 2024 debat
2007-06-28,Ormas Islam,Negative,14 ormas islam tabuh genderang jihad
2021-11-18,Ormas Saja,Positive,warga ahmadi kais toleransi kota religi
2022-08-02,Ormas Saja,Neutral,jalan terjal partai anyar
2022-09-22,Nahdlatul Ulama (NU),Positive,minum keras larang edar tasikmalaya
2022-11-10,Muhammadiyah,Neutral,muhammadiyah jatim beli gereja spanyol dubes ri nego
2022-06-16,Ormas Saja,Negative,asn dokter gabung urus khilafatul muslimin mantan napi terorisme
2022-06-16,Ormas Saja,Negative,polisi urus khilafatul muslimin isi eks napiter ji jad
2022-06-16,Ormas Saja,Negative,pmk lamongan ganas sisa 3 camat bebas wabah
2022-08-02,Ormas Saja,Neutral,sangka khilafatul muslimin jateng tolak makar anti-pancasila
2022-06-15,Ormas Saja,Neutral,didik ponpes khilafatul muslimin bekas gratis dana
2022-03-29,Ormas Saja,Positive,prioritas bangun kabupaten mojokerto pulih ekonomi rakyat
2007-04-04,Ormas Saja,Neutral,ormas betawi sokong fauzi bowo
2022-09-21,Ormas Saja,Negative,jegal prabowo capres
2022-09-21,Ormas Saja,Negative,gerindra upaya jegal prabowo capres
2022-09-21,Ormas Saja,Negative,blak-blakan gerindra prabowo jegal nyapres baliho
2022-09-21,Ormas Saja,Negative,gerindra prabowo jegal nyapres
2022-07-30,Ormas Saja,Negative,tuju kades arena duel sulap merah vs gus samsudin
2022-11-26,Ormas Saja,Negative,viral label rumah ibadah tenda korban gempa cianjur cabut
2022-09-20,Ormas Saja,Negative,korban mala nyata prajurit tni al preman bekas cium tangan
2022-09-20,Ormas Saja,Negative,preman langsung cium tangan palak anggota tni
2022-09-20,Ormas Saja,Negative,preman bekas cium tangan orang palak prajurit tni al
2022-09-14,Ormas Saja,Negative,effendi simbolon gelar konpers protes prajurit tni gerombol
2022-09-19,Ormas Saja,Negative,viral prajurit tni palak preman bekas laku langsung cium tangan
2022-01-25,Ormas Saja,Neutral,lapor edy mulyadi tangan bareskrim polri
2022-07-29,Ormas Saja,Negative,pawai obor citayam fashion week warga bawa poster bubar lgbt
2022-07-29,Ormas Saja,Positive,riah pawai taaruf lamongan 2 tiada gegara pandemi
2022-07-29,Ormas Saja,Neutral,lihat aman banyuwangi jelang ktt g-20 bal
2022-10-13,Ormas Saja,Neutral,anies hadir istighosah jawara se-jabodetabek balai kota dki
2022-08-28,Ormas Saja,Positive,kirab merah putih bogor bendera kibar balkot pusdikzi
2022-09-12,Ormas Saja,Neutral,demo bbm catat titik lokasi rekayasa lalin
2022-09-12,Ormas Saja,Neutral,simak 3 titik demonstrasi bbm dki jakarta
2022-03-22,Ormas Saja,Neutral,kota negara pindah hnw ajak lupa jakarta
2022-07-27,Ormas Saja,Negative,4 kota jatim tolak rencana ceramah ustaz hanan attaki
2022-07-27,Ormas Saja,Neutral,komnas ham cek 20 video jalan brigadir j magelang-jakarta
2022-07-27,Ormas Saja,Neutral,keluarga utus dokter-bidan saksi proses autopsi brigadir j
2022-07-27,Ormas Saja,Negative,4 kota jatim tolak ceramah hanan attaki
2022-06-09,Ormas Saja,Neutral,wamenag khilafatul muslimin daftar menteri agama
2022-07-27,Ormas Saja,Negative,histeris-tangis pecah doa bongkar makam brigadir j
2022-11-16,Ormas Saja,Negative,aksi demo mahasiswa tolak ktt g20 kupang bubar
2022-07-27,Ormas Saja,Neutral,autopsi ulang jenazah brigadir j tangis sang lokasi makam
2022-06-08,Hizbut Tahrir Indonesia (HTI),Negative,polisi tisik lsm bendera hti deklarasi dukung anies nyapres
2022-06-08,Muhammadiyah,Neutral,raya idul adha 2022 muhammadiyah prediksi brin
2022-06-08,Ormas Saja,Positive,energi nasionalisme puan maharani
2022-08-26,Ormas Saja,Neutral,ruhut jokowi temu bravo 5 bina luhut pesan capres
2022-06-07,Ormas Saja,Positive,edukasi kondisi sungai pamer brantas xoxo
2022-03-19,Ormas Saja,Negative,jokowi tegur menteri embus isu tunda milu 2024
2022-07-25,Ormas Saja,Negative,pindah jember situbondo ceramah hanan attaki tolak
2022-06-06,Ormas Saja,Neutral,idul adha potensi beda warga harga
2022-09-15,Ormas Saja,Positive,nyata lengkap dudung maaf effendi redam protes prajurit
2022-09-15,Ormas Saja,Positive,jenderal dudung terima maaf effendi simbolon
2022-09-15,Ormas Saja,Neutral,ksad effendi simbolon
2022-09-15,Ormas Saja,Neutral,polemik effendi simbolon ksad kutip hadis
2022-10-07,Ormas Saja,Positive,semringah warga kalong anoa kendara taktis tni keliling kota
2022-11-20,Muhammadiyah,Neutral,anwar abbas kriteria capres mata muhammadiyah
2022-01-16,Ormas Saja,Negative,geger kader pdip bantu ganjar gegara konten rumah reyot
2022-09-14,Ormas Saja,Positive,effendi simbolon maaf ksad prajurit henti protes
2022-09-14,Pemuda Pancasila (PP),Negative,bobby nasution perintah satpol pp bongkar pos pdip salah atur
2022-09-14,Ormas Saja,Negative,tni gerombol effendi simbolon mohon maaf
2022-09-14,Ormas Saja,Positive,gerombol jenderal dudung tni solid
2022-09-14,Ormas Saja,Negative,dudung singgung effendi simbolon tni gerombol sakit
2022-09-14,Ormas Saja,Negative,jenderal dudung effendi simbolon bicara
2022-09-14,Ormas Saja,Negative,effendi simbolon maaf tni gerombol
2022-09-14,Ormas Saja,Negative,effendi simbolon maaf tni gerombol
2022-09-14,Ormas Saja,Negative,effendi simbolon maaf tni gerombol
2022-03-15,Ormas Saja,Neutral,logo halal ganti label
2022-09-13,Ormas Saja,Negative,heboh gerebek batalyon 120 eks kanit polsek tallo ngaku salah
2022-09-07,Ormas Saja,Neutral,cerita ketua komnas ham temu panglima opm hutan papua
2022-09-13,Ormas Saja,Negative,ruhut unggah video anggota tni protes effendi simbolon gerombol
2022-09-08,Ormas Saja,Neutral,kalkulasi damping prabowo
2022-08-22,Ormas Saja,Neutral,viral ambil pasir besi sukabumi fakta
2022-09-12,Ormas Saja,Neutral,massa demo patung kuda bubar lintas normal
2022-09-12,Ormas Saja,Negative,mahasiswa demo patung kuda tolak harga bbm naik-minta ikn tunda
2022-09-12,Ormas Saja,Negative,mahasiswa demo bbm patung kuda bakar spanduk bubar
2022-09-12,Ormas Saja,Neutral,massa aksi 1209 salat asar jemaah patung kuda jakpus
2022-09-12,Ormas Saja,Negative,buruh ancam mogok nasional harga bbm turun
2022-09-12,Ormas Saja,Negative,demo tolak bbm massa gnpr kawasan patung kuda
2022-09-11,Ormas Saja,Neutral,habib rizieq aksi 1209 besok acara
2022-03-10,Ormas Saja,Negative,hnw ciri ceramah radikal versi bnpt tendensius adil
2022-03-10,Ormas Saja,Neutral,urus sah-tidaknya nikah beda agama sorot
2022-03-10,Ormas Saja,Positive,hadir pimpin indonesia
2022-11-19,Ormas Saja,Negative,heboh ketua batalyon 120 makassar tangkap gegara serang hotel
2022-10-06,Ormas Saja,Negative,air sungai cibojong luap 10 rumah sukabumi rendam
2022-08-19,Ormas Saja,Negative,sorot reklame mol kantor camat karawang raib
2022-05-29,Ormas Saja,Positive,bpip dukung parade festival ende harlah pancasila ke-77
2022-09-09,Persaudaraan Alumni 212 (PA 212),Negative,tolak bbm pa 212 dkk gelar aksi 1209 istana pekan
2022-09-09,Ormas Saja,Positive,polisi mahasiswa sembako warga bojonegoro dampak bbm
2022-05-27,Ormas Saja,Positive,ahmad basarah kenang sosok buya syafii islam-bangsa
2022-09-02,Ormas Saja,Neutral,resmi walkot yana gedung dakwah annas sepi
2022-08-17,Ormas Saja,Neutral,absen istana sby upacara hut ri kbri kuala lumpur
2022-11-21,Ormas Saja,Negative,rumah keluarga wanda hamidah digeruduk puluh orang
2022-09-03,Ormas Saja,Positive,hnw sambut laksana nas iv mapadi cibubur
2022-03-04,Nahdlatul Ulama (NU),Neutral,tunda milu nilai game over respons pkb
2022-09-07,Ormas Saja,Neutral,desak lockdown jokowi ngaku semadi covid-19 masuk ri
2022-11-26,Ormas Saja,Neutral,polisi label gereja tenda bantu cianjur copot aksi intoleran
2021-12-30,Ormas Saja,Negative,muncul kumpul dukun banyuwangi gelar festival santet-catut nama gus miftah
2022-09-28,Ormas Saja,Neutral,moerachman wali kota surabaya rekomendasi pki lenyap g30s
2022-02-27,Ormas Saja,Positive,tasyakur 55 ddii hnw teladan buya m natsir
2022-11-30,Ormas Saja,Negative,tenda ungsi cianjur bocor imbas label gereja cabut
2022-09-27,Ormas Saja,Neutral,30 september tragedi g30s pki
2022-05-21,Nahdlatul Ulama (NU),Negative,politikus nahdliyin kritisi sikap pbnu bodoh lgbt
2022-02-26,Ormas Saja,Negative,duduk perkara gempar wayang khalid basalamah ponpes gus miftah
2022-08-13,Ormas Saja,Negative,selebgram makassar mas adipati vonis 18 bui pornografi
2022-05-20,Ormas Saja,Neutral,ratus polisi aman nikah adik jokowi-pendukung uas demo konjen singapura
2022-05-20,Ormas Saja,Negative,massa dukung uas demo dubes singapura siang
2022-11-08,Ormas Saja,Negative,kronologi rombong greenpeace dihadang probolinggo bal
2022-02-24,Ormas Saja,Positive,pimpin islam transformasional haedar nashir
2022-05-19,Ormas Saja,Negative,komite rakyat lawan kkn demo dpr 13 tuntut
2021-12-22,Nahdlatul Ulama (NU),Positive,jokowi nu bangun ekonomi umat
2022-09-02,Ormas Saja,Negative,aliansi nasional anti syiah buka suara resmi gedung tuai kritik
2022-07-08,Ormas Saja,Positive,sambut idul adha gema takbir kumandang masjid al mujahidin
2022-10-13,Ormas Saja,Positive,akbar tandjung golkar anak muda bangun negara
2022-07-07,Pemuda Pancasila (PP),Negative,ppatk beku 300 rekening act
2022-05-16,Ormas Saja,Negative,wanita serba putih uang nyata korban pinjol lilit utang
2022-05-16,Ormas Saja,Negative,survei puas hadap jokowi drop pks lampu kuning
2022-07-06,Komite Nasional Pemuda Indonesia (KNPI),Positive,bupati garut ajak knpi dorong ekonomi rakyat camat
2022-09-23,Ormas Saja,Neutral,wacana pusat demo monas ganjal regulasi
2022-05-15,Ormas Saja,Negative,warga langkat murtad bikin mui turun tangan
2022-02-17,Ormas Saja,Neutral,wadas aparatus negara sejarawan terap
2021-05-21,Ormas Saja,Neutral,momen pleidoi habib rizieq air mata atribut palestina
2022-08-23,Ormas Saja,Positive,hnw lembaga didik palestina butuh dukung umat islam dunia
2022-10-20,Ormas Saja,Negative,polda metro preman tumbuh jakarta
2022-05-11,Ormas Saja,Positive,halalbihalal kepala daerah khofifah bawa pesan jatim bangkit
2022-11-10,Muhammadiyah,Neutral,dubes ri beli gereja madrid muhammadiyah nego
2022-10-18,Ormas Saja,Negative,ferdy sambo pakai rompi tahan sidang sorot
2021-12-08,Nahdlatul Ulama (NU),Neutral,agenda muktamar nu
2022-05-08,Ormas Saja,Neutral,beda sikap usul partai jabar nasdem dukung anies baswedan-psi pilih rk
2022-09-19,Ormas Saja,Negative,mahfud md vs politikus gerindra beda nilai islamofobia ceramah
2022-11-08,Pemuda Pancasila (PP),Negative,satpol pp solo copot spanduk dukung anis-aher ganjar-yenny
2022-10-17,Ormas Saja,Neutral,jagung alas ferdy sambo pakai rompi tahan adil
2022-10-06,Ormas Saja,Negative,ribu kader nasdem jabar mundur massal saan mustopa hoaks
2022-10-29,Ormas Saja,Neutral,pengaruh anies-niluh djelantik hadap nasdem
2022-02-04,Ormas Saja,Positive,wakil ketua mpr ajak anak muda peran m natsir
2022-02-03,Ormas Saja,Neutral,pro kontra museum holocaust komunitas yahudi minahasa
2022-02-02,Ormas Saja,Negative,suara tolak museum holocaust yahudi indonesia gema
2022-06-24,Ormas Saja,Negative,gp ansor dki konvoi larang doa holywings biar tobat
2022-05-01,Ormas Saja,Positive,puasa beda lebaran
2022-05-01,Ormas Saja,Neutral,hasil sidang isbat idul fitri jatuh 2 mei 2022 info lengkap
2022-06-24,Ormas Saja,Neutral,indo barometer anies capres koalisi gondangdia
2022-07-28,Ormas Saja,Neutral,tanggap ceramah ustaz hanan attaki bondowoso mui surati bupati
2022-07-28,Pemuda Pancasila (PP),Neutral,ppp bocor parpol nonparlemen gabung kib
2022-07-28,Pemuda Pancasila (PP),Neutral,ppp bocor parpol nonparlemen gabung kib
2022-09-22,Ormas Saja,Neutral,kasbi wacana lokasi demo pindah monas suara rakyat dengar
2022-09-14,Ormas Saja,Neutral,jenderal dudung effendi simbolon wakil pdip
2022-09-14,Ormas Saja,Negative,bikin tni se-indonesia geram effendi simbolon buka suara siang
2022-10-28,Ormas Saja,Negative,hasto dukung jokowi parpol suka kritik
2022-09-14,Ormas Saja,Negative,protes tni se-indonesia effendi simbolon jumpa pers siang
2022-09-14,Ormas Saja,Negative,senior pdip effendi simbolon klarifikasi tni gerombol
2022-08-14,Ormas Saja,Neutral,kib gelar temu surabaya partai gabung
2022-01-30,Ormas Saja,Negative,data 198 pesantren afiliasi jaring teror polemik bnpt buka suara
2022-10-03,Ormas Saja,Negative,tum horas bangso batak apresiasi tahan putri candrawathi
2022-07-27,Ormas Saja,Neutral,izin polisi ceramah hanan attaki bondowoso gantung
2022-07-27,Ormas Saja,Neutral,5 jam autopsi brigadir j langsung
2022-07-27,Ormas Saja,Neutral,alas ponpes al-ishlah bondowoso tuan rumah ceramah hanan attaki
2022-07-27,Ormas Saja,Negative,ceramah ustaz hanan attaki tolak 4 kota jatim
2022-06-22,Muhammadiyah,Positive,muhammadiyah idul adha 9 juli haedar harap sama-beda
2022-09-13,Ormas Saja,Negative,dandim cilegon desak effendi simbolon maaf tni gerombol
2022-06-22,Ormas Saja,Negative,polda metro larang giat bau khilafatul muslimin
2022-07-27,Ormas Saja,Neutral,hasil autopsi ulang brigadir j 2 konsekuensi
2022-07-27,Ormas Saja,Neutral,makam bongkar jenazah brigadir j bawa pakai ambulans
2022-11-20,Muhammadiyah,Neutral,anwar abbas sikap muhammadiyah jelang politik
2022-09-13,Ormas Saja,Negative,prajurit protes effendi simbolon gerombol tni ad tahan
2022-07-27,Ormas Saja,Neutral,acara autopsi ulang brigadir j perhati presiden
2022-04-28,Ormas Saja,Neutral,salat idul fitri 2022 jatuh tanggal simak
2022-07-26,Ormas Saja,Neutral,polisi ceramah ustaz hanan attaki pindah sumenep
2022-08-12,Ormas Saja,Neutral,kib launching visi-misi surabaya bocor kriteria capres 2024
2021-11-20,Ormas Saja,Negative,ria teman moeldoko usir aksi kamis
2022-07-25,Nahdlatul Ulama (NU),Negative,argumen ketua pcnu situbondo tolak ceramah hanan attaki
2022-07-25,Nahdlatul Ulama (NU),Negative,pcnu tolak ceramah hanan attaki milenial situbondo angkat bicara
2022-04-26,Muhammadiyah,Neutral,puasa kemenag lebaran 2022 bareng muhammadiyah
2022-08-10,Ormas Saja,Negative,polda metro tangkap menteri khilafatul muslimin lampung
2022-01-24,Ormas Saja,Negative,edy mulyadi lapor polda kaltim jin buang anak
2022-04-24,Ormas Saja,Neutral,kemenag buka lowong imam masjid arab hafal al-qur an
2022-04-24,Ormas Saja,Neutral,bicara jabar muzani beda 01 02 pelihara
2022-08-16,Nahdlatul Ulama (NU),Positive,mantan ajudan wapres kombes sabilul raih harga wibawa seroja nugraha
2022-06-17,Ormas Saja,Negative,cegah ajar khilafatul muslimin polisi sebar sekolah
2022-06-15,Ormas Saja,Neutral,baca arah politik reshuffle
2022-04-22,Ormas Saja,Positive,kawal mudik polres cimahi 10 pospam 789 personel
2022-06-16,Ormas Saja,Negative,polisi anak pimpin khilafatul muslimin tewas peristiwa talangsari
2022-06-16,Ormas Saja,Neutral,khilafatul muslimin wajib warga infak rp 1 000
2022-06-16,Ormas Saja,Negative,ponpes khilafatul muslimin larang siswa hormat bendera merah putih
2022-06-14,Ormas Saja,Negative,ritual rambu solo muslim toraja kali kontroversi
2022-09-12,Ormas Saja,Negative,demo tolak bbm roboh injak kawat dur jakpus
2022-09-16,Ormas Saja,Negative,seteru jenderal dudung-effendi simbolon tni gerombol
2022-08-12,Ormas Saja,Negative,tum projo parpol hati 2024 kalah masuk penjara
2022-06-13,Ormas Saja,Negative,polda metro tangkap menteri khilafatul muslimin mojokerto
2022-06-11,Pemuda Pancasila (PP),Negative,capres kib ppp jatim godok nama khofifah anies
2022-06-10,Nahdlatul Ulama (NU),Neutral,pesanggrahan ki ageng viral nikah manusia domba tutup
2022-09-13,Ormas Saja,Negative,pangdam cenderawasih respons tuding tni gerombol
2022-07-15,Ormas Saja,Neutral,rawan ganjar 400 paket makan gratis warga jakarta
2022-04-13,Ormas Saja,Positive,menag ajak warga kota pasuruan sukses vaksinasi booster
2022-06-09,Hizbut Tahrir Indonesia (HTI),Positive,pks sinyalir upaya pojok anies heboh bendera hti
2022-06-08,Ormas Saja,Negative,hidup projo wacana jokowi 3 periode nilai kandas
2022-06-08,Ormas Saja,Neutral,spanduk tolak khilafatul muslimin pasang purwakarta
2022-06-08,Hizbut Tahrir Indonesia (HTI),Negative,polisi periksa panitia bendera hti deklarasi dukung anies nyapres
2022-06-08,Hizbut Tahrir Indonesia (HTI),Negative,polisi aman bendera hti deklarasi dukung anies capres
2022-04-11,Ormas Saja,Negative,ri lobi arab saudi kuota jemaah haji 100 ribu
2022-09-02,Ormas Saja,Neutral,respons annas polemik resmi gedung dakwah
2022-06-06,Ormas Saja,Neutral,idul adha 2022 potensi bareng brin
2022-06-06,Ormas Saja,Neutral,kemenag bicara potensi idul adha beda tunggu sidang isbat
2022-06-06,Ormas Saja,Neutral,raya idul adha potensi beda
2022-07-31,Ormas Saja,Neutral,polemik sulap merah vs gus samsudin bikin kades arena duel
2022-01-05,Nahdlatul Ulama (NU),Negative,maki gugat praperadilan polda sumbar surat sumbang gubernur
2022-01-05,Ormas Saja,Negative,ferdinand hutahaean lapor polisi pangkal
2022-09-10,Nahdlatul Ulama (NU),Positive,tolak gereja cilegon pbnu dorong kemendagri kaji sk bupati 1975
2021-10-25,Nahdlatul Ulama (NU),Negative,sejarah kemenag menag yaqut hadiah nu
2022-01-04,Nahdlatul Ulama (NU),Neutral,nu politik substansialistik
2022-04-07,Ormas Saja,Neutral,simbol toleransi masjid mojokerto mimbar bekas altar
2022-09-20,Ormas Saja,Positive,kemenag harap pesantren buka kait hukum
2022-01-01,Nahdlatul Ulama (NU),Neutral,jadwal puasa sunnah 2022 januari-desember lupa catat ya
2022-08-04,Ormas Saja,Neutral,forensik sulit periksa jasad pria kaus teluh jampang
2022-04-06,Ormas Saja,Negative,tito atur larang kepala desa teriak jokowi 3 periode
2022-04-05,Ormas Saja,Neutral,sejarah ponpes tambakberas jombang kiai sakti tuban
2021-12-30,Pemuda Pancasila (PP),Neutral,ppp sambut gus yahya nu alat pkb
2022-07-27,Ormas Saja,Positive,tolak 4 daerah warna dakwah hanan attaki jatim
2021-07-13,Ormas Saja,Negative,jabar risma murka bandung-provokator demo tasik sangka
2022-04-03,Ormas Saja,Negative,wisata religi-festival malam takbir gelar pemprov jakarta
2022-04-03,Ormas Saja,Positive,dki gelar festival malam takbiran-salat id jis
2022-04-03,Ormas Saja,Positive,anies sambang masjid pesantren ramadan
2022-10-14,Ormas Saja,Positive,momen anies ngeliwet istigasah bareng jawara se-jabodetabek
2022-05-31,Nahdlatul Ulama (NU),Positive,mui dki bentuk mujahid cyber ketua pbnu hindar konten politis
2022-08-28,Ormas Saja,Neutral,kirab merah putih bundar hi kapolri gaung semangat
2022-04-12,Ormas Saja,Positive,jalan 10 ruu tpks sah uu
2022-04-01,Ormas Saja,Neutral,perintah putus 1 ramadan 1443 h 3 april 2022 atur ibadah pandemi
2022-07-31,Ormas Saja,Neutral,hanan attaki petik hikmah aktivitas dakwah tolak jatim
2022-05-29,Nahdlatul Ulama (NU),Neutral,pwnu jatim kritik angkat tni polri pj kepala daerah
2022-08-27,Ormas Saja,Negative,gubsu edy pesan kongres umat islam wujud
2022-09-14,Ormas Saja,Positive,mkd dpr panggil effendi simbolon besok
2022-05-27,Ormas Saja,Neutral,buya syafii cahaya terang indonesia
2022-05-28,Ormas Saja,Positive,mui tiktokers hijab pamer payudara bijak media sosial
2022-09-26,Ormas Saja,Negative,pasha ungu jago pan pilkada majalengka gimana peluang
2022-03-30,Ormas Saja,Neutral,jadwal sidang isbat ramadhan 2022 tahap laku
2022-09-15,Pemuda Pancasila (PP),Neutral,perintah satpol pp bongkar bangun partai-okp bobby
2022-03-29,Ormas Saja,Negative,hnw pilar mpr ri partai politik
2022-07-29,Ormas Saja,Neutral,vaksinasi booster rendah gubsu edy banding provinsi
2022-03-28,Ormas Saja,Negative,menag luncur program 10 juta produk sertifikat halal umk
2022-03-28,Ormas Saja,Positive,puasa tanggal cek jadwal sidang isbat ramadan 2022
2022-01-31,Ormas Saja,Neutral,jabar iket sunda edy mulyadi disorot-heboh rampok pistol
2022-09-02,Ormas Saja,Negative,profil annas gera anti syiah lahir bandung
2021-12-20,Ormas Saja,Neutral,acara duga bahar smith polisi sindir jenderal dudung
2022-09-15,Ormas Saja,Negative,putus mkd duga langgar effendi simbolon
2022-09-14,Ormas Saja,Neutral,tni gerombol effendi simbolon ksad sakit
2021-12-19,Ormas Saja,Negative,ketua dpd nilai konstitusi nyambung pancasila
2022-09-14,Ormas Saja,Negative,effendi simbolon tni gerombol jenderal dudung singgung
2022-05-25,Ormas Saja,Negative,2 pria medan duga pungli spsi aman kena wajib lapor
2022-08-24,Ormas Saja,Negative,sidang ham berat paniai papua makassar buka
2021-12-18,Ormas Saja,Positive,lanyalla ajak organisasi pemuda wujud daulat bangsa
2022-05-22,Nahdlatul Ulama (NU),Positive,hidayat nur wahid lgbt pancasila
2022-07-27,Ormas Saja,Negative,polri 2 konsekuensi hasil autopsi ulang brigadir j
2022-07-27,Ormas Saja,Neutral,jenazah brigadir j bawa rsud sungai bahar autopsi ulang
2022-07-27,Ormas Saja,Neutral,makam bongkar jenazah brigadir j langsung bawa rs
2022-07-27,Ormas Saja,Neutral,jasad brigadir j bawa rsud sungai bahar autopsi ulang
2022-07-27,Ormas Saja,Neutral,proses ekshumasi jenazah brigadir j laku lokasi jaga ketat
2022-09-13,Ormas Saja,Neutral,prajurit protes nyata effendi simbolon tni gerombol
2022-05-23,Nahdlatul Ulama (NU),Negative,temu golkar-pan jatim panas partai tuju pilgub 2024
2022-06-30,Pemuda Pancasila (PP),Neutral,dpp persadha nusantara optimis jokowi damai rusia-ukraina
2021-10-03,Ormas Saja,Positive,geger ustaz sukabumi isu ngaku wali lantik nyi roro kidul
2022-07-26,Ormas Saja,Negative,ceramah hanan attaki gelar sumenep selenggara
2022-07-26,Ormas Saja,Neutral,ceramah ustaz hanan attaki pindah sumenep izin
2022-07-26,Ormas Saja,Neutral,1 000 daftar hadir acara hanan attaki sumenep
2022-07-26,Ormas Saja,Neutral,gagal kota ceramah hanan attaki pindah sumenep
