date,ormas_mentioned,sentiment,headline,headline_cleaned
2022-10-29,Front Pembela Islam (FPI),Negative,Kisah Makam-makam Keramat Palsu di Sukabumi yang Dihancurkan FPI,kisah makam keramat palsu sukabumi hancur fpi
2022-09-15,Ormas Saja,Negative,Duduk Perkara Perselisihan Jenderal Dudung dan Effendi Simbolon,duduk perkara selisih jenderal dudung effendi simbolon
2022-12-24,Ormas Saja,Neutral,"Airlangga: KIB Tunggu Partai Lain Bergabung, Kemudian Umumkan Capres",airlangga kib tunggu partai gabung capres
2022-09-14,Ormas Saja,Negative,"KSAD Arahkan Prajurit Protes Effendi, Anggota DPR Harap Panglima Turun Tangan",ksad arah prajurit protes effendi anggota dpr harap panglima turun tangan
2022-09-14,Ormas Saja,Negative,Perintah Jenderal Dudung ke Prajurit TNI AD Protes Effendi Simbolon,perintah jenderal dudung prajurit tni ad protes effendi simbolon
2013-06-24,Ormas Islam,Negative,Ormas Islam Gerebek Gudang Miras,ormas islam gerebek gudang miras
2022-12-11,Ormas Saja,Positive,"Subuhan Bareng UAH di Solo, Zulhas Doakan Acara Kaesang-Erina Lancar",subuh bareng uah solo zulhas doa acara kaesang-erina lancar
2023-04-16,Ormas Saja,Negative,Saat Walkot Bobby Bubarkan Konvoi SOTR Ormas di Medan,walkot bobby bubar konvoi sotr ormas medan
2022-12-09,Ormas Saja,Neutral,"Lewat Teaterikal, Pemuda Sukabumi Tekankan Bahaya Laten Korupsi",teaterikal pemuda sukabumi tekan bahaya laten korupsi
2022-11-21,Ormas Saja,Negative,"Penggeruduk Paksa Masuk ke Rumah Keluarga Wanda Hamidah, HP Ponakan Diambil",penggeruduk paksa masuk rumah keluarga wanda hamidah hp ponakan ambil
2022-09-09,Ormas Saja,Neutral,Kemenag soal Pembangunan Gereja Cilegon: Kepala Daerah Harus Fasilitasi,kemenag bangun gereja cilegon kepala daerah fasilitas
2022-10-24,Ormas Saja,Neutral,"Kunjungi Kalbar, Nadiem Bakal Tinjau Pelaksanaan Program Prioritas",kunjung kalbar nadiem tinjau laksana program prioritas
2022-10-23,Ormas Saja,Positive,"Puncak Hari Santri 2022, Menag: Santri Bisa Jadi Pengusaha hingga Presiden",puncak santri 2022 menag santri usaha presiden
2022-12-06,Ormas Saja,Negative,"Marak Parkir Liar, Pemkot Jakpus Sebut Pengelola GI Ajukan Tambahan Lahan",marak parkir liar pemkot jakpus kelola gi aju lahan
2022-11-18,Ormas Saja,Neutral,"Japto Pastikan Dukung Kader Pemuda Pancasila Jadi Capres, Termasuk Anies",japto dukung kader pemuda pancasila capres masuk anies
2022-04-12,Ormas Saja,Neutral,Jabar Hari Ini: Habib Bahar Bantah Sebar Hoaks-Demo Berlanjut di Sukabumi,jabar habib bahar bantah sebar hoaks-demo sukabumi
2013-06-17,Ormas Saja,Negative,Karyawan TV Dikeroyok Anggota Ormas,karyawan tv keroyok anggota ormas
2022-10-19,Ormas Saja,Positive,Cak Imin Sebut Kebumen Layak Ditetapkan Jadi Kota Santri,cak imin kebumen layak kota santri
2022-11-16,Ormas Saja,Negative,Mertua Diperiksa Terkait Dugaan Perselingkuhan dan KDRT Bripka HK,mertua periksa kait duga selingkuh kdrt bripka hk
2022-10-19,Nahdlatul Ulama (NU),Neutral,Cerita Makam Keramat Palsu di Gunung Tangkil Sukabumi,cerita makam keramat palsu gunung tangkil sukabumi
2022-12-16,Ormas Saja,Neutral,"Menag: Kapasitas Ibadah Natal Maksimal 100 Persen, Tak Ada Tenda Tambahan",menag kapasitas ibadah natal maksimal 100 persen tenda
2022-06-09,Ormas Saja,Negative,Jabar Hari Ini: Jasad  Eril Ditemukan hingga Bonbin Bandung Terancam Disegel,jabar jasad eril temu bonbin bandung ancam segel
2022-08-31,Ormas Saja,Negative,HNW Sebut RUU Sisdiknas Bertentangan dengan UU Pesantren,hnw ruu sisdiknas uu pesantren
2022-11-13,Ormas Saja,Negative,7 Hal Diketahui soal Bripka HK Diadukan Selingkuh dengan Banyak Wanita,7 bripka hk adu selingkuh wanita
2022-11-12,Ormas Saja,Negative,Pengakuan Istri soal Perselingkuhan Bripka HK dengan Belasan Wanita,istri selingkuh bripka hk bas wanita
2022-12-29,Ormas Saja,Positive,"Nikita Mirzani Bebas Dari Rutan, Langsung Tersenyum Lebar",nikita mirzani bebas rutan langsung senyum lebar
2023-01-20,Ormas Saja,Neutral,Apa itu LSM dan Apa Tugasnya? Simak Penjelasannya di Sini,lsm tugas simak
2013-05-23,Ormas Saja,Negative,Ormas Gerebek Gudang Miras dan Obat Ilegal,ormas gerebek gudang miras obat ilegal
2022-12-12,Ormas Saja,Positive,Pemprov Salurkan 60 Ribu Paket Sembako-Beras ke Korban Banjir Kalteng,pemprov salur 60 ribu paket sembako-beras korban banjir kalteng
2022-11-09,Nahdlatul Ulama (NU),Positive,PUI Gelar Tasyakuran Anugerah Pahlawan Nasional KH Ahmad Sanusi,pui gelar tasyakur anugerah pahlawan nasional kh ahmad sanusi
2022-12-10,Ormas Saja,Negative,"Beredar Isu SDN Pocin 1 Digusur Minggu Subuh, Ortu dan Siswa Nginap di Kelas",edar isu sdn pocin 1 gusur minggu subuh ortu siswa nginap kelas
2022-11-08,Ormas Saja,Neutral,Warga Majalengka Diminta Tunaikan Salat Gerhana Bulan,warga majalengka tunai salat gerhana
2022-11-08,Ormas Saja,Neutral,Cara Melihat Gerhana Bulan Total 8 November: Waktu dan Lokasi,lihat gerhana total 8 november lokasi
2022-11-07,Ormas Saja,Positive,Perhutanan Sosial Diharap Tingkatkan Kesejahteraan Masyarakat Kalteng,hutan sosial harap tingkat sejahtera masyarakat kalteng
2022-12-23,Ormas Saja,Negative,"Ada Kode 'Langit Tujuh' dari Beking Ngeri Tambang Ilegal, Apa Maksudnya?",kode langit tujuh beking ngeri tambang ilegal maksud
2022-10-03,Ormas Saja,Neutral,Sekjen Ungkap Kontrak Politik NasDem dan Anies,sekjen kontrak politik nasdem anies
2022-11-22,Ormas Saja,Neutral,"KIB Belum Juga Umumkan Capres, Airlangga: Tunggu Tambahan Partai",kib capres airlangga tunggu partai
2022-07-05,Ormas Saja,Neutral,Utak Atik Capres dan Koalisi dari Situasi Terkini,utak atik capres koalisi situasi
2013-05-07,Ormas Saja,Negative,Bentrok Ormas Kembali Terjadi,bentrok ormas
2022-11-21,Ormas Saja,Negative,Air Mata dan Pembelaan Nikita Mirzani di Sidang Pencemaran Nama Baik,air mata bela nikita mirzani sidang cemar nama
2022-08-11,Ormas Saja,Negative,DPR Ideal dan Dominasi Caleg Jalur Pengusaha,dpr ideal dominasi caleg jalur usaha
2022-12-04,Ormas Saja,Negative,"Bertambah, Jumlah yang Diamankan Saat Razia Gangster Surabaya Jadi 26 Orang",aman razia gangster surabaya 26 orang
2022-11-01,Muhammadiyah,Negative,"Pembangunan Masjid di Aceh Dihalangi, Muhammadiyah Tuntut Pj Bupati Ditegur",bangun masjid aceh halang muhammadiyah tuntut pj bupati tegur
2021-09-29,Ormas Saja,Negative,Cerita Penyintas 1965 yang 'Diasingkan' di Kamp Khusus Tapol Perempuan,cerita sintas 1965 asing kamp khusus tapol perempuan
2022-12-20,Ormas Saja,Negative,"Sempat Absen, Anggota DPRD Pandeglang Tersangka Cabul Penuhi Panggilan Polisi",absen anggota dprd pandeglang sangka cabul penuh panggil polisi
2022-12-19,Ormas Saja,Neutral,Polri Kerahkan 102 Ribu Personel Amankan Perayaan Natal dan Tahun Baru,polri kerah 102 ribu personel aman raya natal
2022-05-06,Ormas Saja,Negative,Jabar Hari Ini: Penumpang Alphard Maki Polisi dan Pria Injak Al-Quran Ditangkap,jabar tumpang alphard maki polisi pria injak al-quran tangkap
2023-04-12,Ormas Saja,Negative,2 Ketua Ormas Ini Dibui 4 Tahun gegara Gelar Turnamen Futsal Fiktif,2 ketua ormas bui 4 gegara gelar turnamen futsal fiktif
2022-11-17,Ormas Saja,Negative,Wanda Hamidah Siap Melawan Japto Soerjosoemarno soal Rebutan Lahan!,wanda hamidah lawan japto soerjosoemarno rebut lahan
2013-04-29,Ormas Saja,Negative,"Diduga Memeras, Polisi Tangkap 10 Anggota Ormas",duga peras polisi tangkap 10 anggota ormas
2022-11-30,Ormas Saja,Negative,Anak Bupati Langkat Divonis 19 Bulan Penjara di Kasus Kerangkeng,anak bupati langkat vonis 19 penjara kerangkeng
2022-10-26,Hizbut Tahrir Indonesia (HTI),Negative,Terungkap Wanita Berpistol Coba Terobos Istana Pendukung HTI-Berpaham Radikal,wanita pistol coba terobos istana dukung hti-berpaham radikal
2022-10-25,Hizbut Tahrir Indonesia (HTI),Negative,BNPT Sebut Wanita Berpistol Mau Terobos Istana Berpaham Radikal-Pendukung HTI,bnpt wanita pistol terobos istana paham radikal-pendukung hti
2022-11-15,Ormas Saja,Neutral,"Bentuk Pengawas Partisipatif, Bawaslu Bakal Gandeng Pemilih Pemula-Lansia",bentuk awas partisipatif bawaslu gandeng pilih pemula-lansia
2022-11-28,Ormas Saja,Negative,Polisi Amankan 5 Pencopot Atribut di Tenda Pengungsi Cianjur,polisi aman 5 copot atribut tenda ungsi cianjur
2022-09-22,Ormas Saja,Negative,Gerak Cepat Pencopotan Baliho di Madura yang Bikin Rating Prabowo Turun,gerak cepat copot baliho madura bikin rating prabowo turun
2022-11-27,Ormas Saja,Negative,"Pencopotan Label Gereja di Bantuan Gempa, MUI Jabar: Hindari Hal Sensitif",copot label gereja bantu gempa mui jabar hindar sensitif
2022-11-27,Ormas Saja,Neutral,"LSI Denny JA Prediksi Golkar Bisa Berjaya di Jabar, Ada Faktor RK",lsi denny ja prediksi golkar jaya jabar faktor rk
2022-11-27,Ormas Saja,Neutral,"Lanjut Jaring Capres, Relawan Jokowi Gelar Musra di Hongkong dan Malaysia",jaring capres rawan jokowi gelar musra hongkong malaysia
2022-10-22,Ormas Saja,Positive,"HSN 2022, Ketua DPRD Surabaya: Kita Berutang Budi pada Santri",hsn 2022 ketua dprd surabaya utang budi santri
2013-04-23,Ormas Saja,Negative,Massa Ormas Serbu Kantor Partai Demokrat,massa ormas serbu kantor partai demokrat
2022-11-22,Nahdlatul Ulama (NU),Negative,"PWNU Protes Dana Hibah 2023, Legislator DKI Usul Tarik Program MUI ke DMI",pwnu protes dana hibah 2023 legislator dki usul tarik program mui dmi
2022-10-21,Ormas Saja,Neutral,Kapolda Metro Belum Bahas soal 'Taman Demo' di Monas ke Heru Budi,kapolda metro bahas taman demo monas heru budi
2022-12-22,Ormas Saja,Neutral,Daftar 5 Gereja Jadi Prioritas Pengamanan Natal 2022 di Kendal,daftar 5 gereja prioritas aman natal 2022 kendal
2022-10-19,Ormas Saja,Negative,Waket MPR Kritisi Aturan Baru Kemenag soal Penanganan Kekerasan Seksual,waket mpr kritisi atur kemenag tangan keras seksual
2022-11-10,Ormas Saja,Positive,"Ziarah ke Makam Pahlawan, Bupati Kebumen Jalan Kaki dari Pendopo",ziarah makam pahlawan bupati kebumen jalan kaki pendopo
2022-11-21,Ormas Saja,Negative,Kontroversi Kontes Busana Transpuan di Surabaya yang Resmi Dibatalkan,kontroversi kontes busana transpuan surabaya resmi batal
2022-12-22,Ormas Saja,Neutral,"Perketat Keamanan, Polres Jaksel Siagakan Polisi di Tiap Gereja Saat Natal",ketat aman polres jaksel siaga polisi gereja natal
2022-11-20,Ormas Saja,Negative,"Kontes Busana Transpuan Surabaya Batal, Polisi: Banyak yang Tidak Mendukung",kontes busana transpuan surabaya batal polisi dukung
2022-09-15,Ormas Saja,Negative,Effendi Simbolon Cerita Dapat Ancaman Nyawa Usai Bicara TNI 'Gerombolan',effendi simbolon cerita ancam nyawa bicara tni gerombol
2022-09-15,Ormas Saja,Negative,Perintah KSAD dan Permintaan Maaf Effendi Soal TNI 'Gerombolan',perintah ksad maaf effendi tni gerombol
2013-04-16,Ormas Saja,Negative,"Lawan Polisi, Massa Ormas Ditahan",lawan polisi massa ormas tahan
2022-09-15,Ormas Saja,Negative,Bongkar Kantor Parpol dan OKP Dinilai Bentuk Bobby 'Kuasai' Medan,bongkar kantor parpol okp nilai bentuk bobby kuasa medan
2022-11-08,Ormas Saja,Neutral,Masjid Istiqlal Gelar Salat Gerhana Bulan Total Berjemaah,masjid istiqlal gelar salat gerhana total jemaah
2022-09-14,Ormas Saja,Negative,TNI AD: Aksi Prajurit Protes Effendi Simbolon Reaksi Spontan,tni ad aksi prajurit protes effendi simbolon reaksi spontan
2022-10-17,Ormas Saja,Negative,NasDem Bela Anies Dikritik PDIP Hanya Realisasikan 5 Janji Kampanye,nasdem bela anies kritik pdip realisasi 5 janji kampanye
2022-11-08,Muhammadiyah,Neutral,"Lokasi Sholat Gerhana di Makassar, Muhammadiyah Gelar di 5 Titik",lokasi sholat gerhana makassar muhammadiyah gelar 5 titik
2022-10-17,Ormas Saja,Negative,"Sidang Dilanjutkan, Ferdy Sambo Tetap Tak Pakai Rompi Tahanan",sidang ferdy sambo pakai rompi tahan
2022-12-19,Ormas Saja,Negative,Densus 88 Tangkap 24 Teroris di Jabar-Jateng Jelang Natal dan Tahun Baru,densus 88 tangkap 24 teroris jabar-jateng jelang natal
2022-11-22,Pemuda Pancasila (PP),Negative,Rumah Wanda Hamidah Digeruduk Orang Berseragam PP,rumah wanda hamidah digeruduk orang seragam pp
2022-09-12,Ormas Saja,Neutral,Daftar Pejabat hingga Artis yang Hadiri Peluncuran Buku Bamsoet 60 Tahun,daftar jabat artis hadir luncur buku bamsoet 60
2022-07-18,Ormas Saja,Negative,Duduk Perkara Polemik Bantuan Sapi Kementan Versi BOMA,duduk perkara polemik bantu sapi tan versi boma
2013-04-15,Ormas Saja,Negative,"Dihalangi Ormas, Eksekusi Tanah Ricuh",halang ormas eksekusi tanah ricuh
2022-11-17,Nahdlatul Ulama (NU),Negative,PWNU DKI Protes Anies Usulkan Hibah 2023 Hanya Rp 4 Miliar,pwnu dki protes anies usul hibah 2023 rp 4 miliar
2022-09-11,Ormas Saja,Neutral,Pesan Khofifah ke Peserta Latsar CPNS: Inovasi & Kreativitas,pesan khofifah latsar cpns inovasi kreativitas
2022-10-15,Nahdlatul Ulama (NU),Positive,PWNU DKI Apresiasi Kapolri soal Penangkapan 3 DPO Judi Online,pwnu dki apresiasi kapolri tangkap 3 dpo judi online
2022-12-25,Ormas Saja,Positive,"Keuskupan: Ini Sejarah, Jokowi Presiden Pertama Datangi Katedral Bogor",uskup sejarah jokowi presiden katedral bogor
2022-09-11,Ormas Saja,Negative,Waka Komisi VIII DPR Minta Pemerintah Pusat Tegas soal Polemik Gereja Cilegon,waka komisi viii dpr perintah pusat polemik gereja cilegon
2022-11-20,Nahdlatul Ulama (NU),Neutral,"Hadiri Penutupan Muktamar, Ini Kata Ganjar soal Komitmen Muhammadiyah-Aisyiyah",hadir tutup muktamar ganjar komitmen muhammadiyah-aisyiyah
2022-09-10,Nahdlatul Ulama (NU),Negative,Kemenag Cilegon Sebut Izin Pembangunan Gereja yang Ditolak Belum Penuhi Syarat,kemenag cilegon izin bangun gereja tolak penuh syarat
2022-09-10,Ormas Saja,Negative,Ma'ruf Minta Menag-Mendagri Selesaikan Polemik Penolakan Gereja di Cilegon,ma ruf menag-mendagri selesai polemik tolak gereja cilegon
2022-07-15,Ormas Saja,Neutral,"Sejarah Perumusan Sila Pertama Pancasila, Ketuhanan yang Maha Esa",sejarah rumus sila pancasila tuhan maha esa
2022-10-14,Ormas Saja,Negative,"PDIP Kritik Anies Cuma Realisasikan 5 dari 23 Janji Kampanye, PKS Membela",pdip kritik anies realisasi 5 23 janji kampanye pks bela
2013-04-12,Ormas Saja,Neutral,RUU Ormas Ditunda,ruu ormas tunda
2023-04-14,Ormas Saja,Neutral,"Kemendagri Keluarkan SE soal Mudik, Antisipasi Inflasi-Cegah Sweeping Ormas",kemendagri mudik antisipasi inflasi-cegah sweeping ormas
2022-05-28,Ormas Saja,Positive,Ragam Kisah Mengenang Guru Bangsa Buya Syafii Maarif yang Berpulang,ragam kisah kenang guru bangsa buya syafii maarif pulang
2022-09-11,Ormas Saja,Negative,Ramai-ramai Bersuara Usai Viral Walkot Cilegon Teken Penolakan Gereja,ramai suara viral walkot cilegon teken tolak gereja
2022-05-25,Ormas Saja,Neutral,"Bendera LGBT, Universalitas HAM, dan Realitas Masyarakat",bendera lgbt universalitas ham realitas masyarakat
2022-11-15,Ormas Saja,Negative,"Bamus Betawi Pecah, Komisi A DPRD DKI Tolak Angaran Dana Hibah Rp 4,5 M",bamus betawi pecah komisi a dprd dki tolak angaran dana hibah rp 4 5 m
2022-12-22,Ormas Saja,Neutral,Polda Sulut Kerahkan 6.508 Personel Amankan Natal dan Tahun Baru 2023,polda sulut kerah 6 508 personel aman natal 2023
2022-09-02,Ormas Saja,Negative,Kemenag Sesalkan Walkot Bandung Resmikan Gedung Aliansi Anti Syiah,kemenag sesal walkot bandung resmi gedung aliansi anti syiah
2022-03-23,Ormas Saja,Neutral,Jabar Hari Ini: Wasit Legendaris Meninggal-Pesan Cinta Doni Salmanan,jabar wasit legendaris meninggal-pesan cinta doni salmanan
2022-07-04,Ormas Saja,Neutral,"4 Poros Koalisi Berpotensi Saat Pilpres 2024, Siapa Capresnya?",4 poros koalisi potensi pilpres 2024 capresnya
2022-07-04,Ormas Saja,Neutral,"Pilpres 2024 Berpotensi Munculkan 4 Poros Koalisi, Inikah Capresnya?",pilpres 2024 potensi muncul 4 poros koalisi capresnya
2013-03-11,Ormas Saja,Neutral,"Sampai 2012, Ada Lebih dari 57 Ribu Ormas",2012 57 ribu ormas
2022-09-01,Ormas Saja,Neutral,"Bicara Kepemimpinan, Haedar Nashir Sebut Visi Pemimpin Negara Adalah Kebangsaan",bicara pimpin haedar nashir visi pimpin negara bangsa
2022-09-21,Ormas Saja,Negative,Jejak Pasutri Sukabumi dari Konten Injak Al-Qur'an hingga Vonis,jejak pasutri sukabumi konten injak al-qur an vonis
2022-11-13,Ormas Saja,Positive,Guru Ngaji Jokowi Jadi Wakil Imam Besar Masjid Sheikh Zayed Al Nahyan Solo,guru ngaji jokowi wakil imam masjid sheikh zayed al nahyan solo
2022-08-29,Ormas Saja,Positive,HNW Ingatkan Pentingnya Implementasi Ukhuwah dalam Pengelolaan Masjid,hnw implementasi ukhuwah kelola masjid
2022-11-07,Ormas Saja,Negative,"Terdakwa Ungkap Aliran Korupsi SMKN 7 Tangsel, Sebut Nama Adik Gubernur",dakwa alir korupsi smkn 7 tangsel nama adik gubernur
2022-09-03,Ormas Saja,Negative,"Kritik Timnas Israel Main di RI, HNW Ingatkan Sikap Teladan Bung Karno",kritik timnas israel main ri hnw sikap teladan karno
2022-06-28,Ormas Saja,Neutral,Rangkaian Respons Kepala Daerah Lain Usai Anies Cabut Izin Holywings,rangkai respons kepala daerah anies cabut izin holywings
2022-08-26,Ormas Saja,Negative,Lagi-lagi Anggota DPR Aboe Bakar Diadukan ke MKD Gegara Suara 'Sayang',anggota dpr aboe bakar adu mkd gegara suara sayang
2022-06-27,Ormas Saja,Neutral,"Perkiraan Idul Adha 2022, Cek Info Lengkapnya di Sini",idul adha 2022 cek info lengkap
2022-06-27,Nahdlatul Ulama (NU),Neutral,"Kapan Idul Adha 2022 versi Muhammadiyah, NU dan Pemerintah?",idul adha 2022 versi muhammadiyah nu perintah
2013-03-07,Ormas Saja,Negative,Sopir dan Ormas Hadang APTB,sopir ormas hadang aptb
2022-08-26,Ormas Saja,Negative,Aboe Bakar Dilaporkan Lagi ke MKD DPR soal Misteri Suara 'Sayang',aboe bakar lapor mkd dpr misteri suara sayang
2022-12-09,Ormas Saja,Neutral,Ridwan Kamil Umumkan Gabung Parpol Bulan Ini,ridwan kamil gabung parpol
2022-12-09,Ormas Saja,Neutral,Ridwan Kamil Pastikan Gabung Parpol Bulan Ini: Tanya Kang Bima,ridwan kamil gabung parpol kang bima
2022-08-25,Pemuda Pancasila (PP),Negative,"Temuan PPDB Banten 2022: Siswa Titipan, Jual Beli Kursi, dan Pungli",temu ppdb banten 2022 siswa titip jual beli kursi pungli
2022-11-09,Ormas Saja,Neutral,"Catat! Ada Kirab Merah Putih, Jalan Pemuda Semarang Ditutup Besok",catat kirab merah putih jalan pemuda semarang tutup besok
2022-11-28,Ormas Saja,Negative,5 Orang Pencopot Label Gereja di Tenda Bantuan Gempa Cianjur Diamankan!,5 orang copot label gereja tenda bantu gempa cianjur aman
2022-06-25,Ormas Saja,Negative,"GP Ansor DKI Akan Konvoi Holywings Lagi, Polisi Beri Peringatan Keras",gp ansor dki konvoi holywings polisi keras
2022-12-24,Ormas Saja,Positive,Banser Ikut Amankan Jalannya Misa Natal di Gereja Katedral Jakarta,banser aman jalan misa natal gereja katedral jakarta
2022-06-24,Ormas Saja,Negative,Polda Metro Larang GP Ansor Sweeping Outlet Holywings,polda metro larang gp ansor sweeping outlet holywings
2022-06-24,Komite Nasional Pemuda Indonesia (KNPI),Negative,SAPMA Pemuda Pancasila dan KNPI Juga Polisikan Holywings,sapma pemuda pancasila knpi polisi holywings
2012-12-20,Ormas Saja,Negative,"Tolak Eksekusi, Ormas Lawan Petugas",tolak eksekusi ormas lawan tugas
2022-06-23,Ormas Saja,Negative,Eks Pengurus Ungkap Alasan Khilafatul Muslimin Tak Terapkan Pancasila,eks urus alas khilafatul muslimin terap pancasila
2022-12-25,Ormas Saja,Positive,Jokowi Presiden Pertama Kunjungi Katedral Bogor,jokowi presiden kunjung katedral bogor
2022-11-07,Ormas Saja,Neutral,"Airlangga Sebut Bakal Ada Parpol Gabung KIB, Singgung Komunikasi dengan PD",airlangga parpol gabung kib singgung komunikasi pd
2022-06-23,Ormas Saja,Negative,Terlarang Semua soal Khilafatul Muslimin Sebab Sudah Jelas Menyimpang,larang khilafatul muslimin simpang
2022-11-07,Ormas Saja,Neutral,Tata Cara Sholat Gerhana Bulan 8 November 2022,tata sholat gerhana 8 november 2022
2022-10-13,Ormas Saja,Negative,PDIP: Hanya 5 dari 23 Janji Anies yang Terealisasi di Jakarta,pdip 5 23 janji anies realisasi jakarta
2022-05-05,Ormas Saja,Positive,Refleksi Idul Fitri: Lahirnya Pemimpin yang Merakyat,refleksi idul fitri lahir pimpin rakyat
2022-11-23,Ormas Saja,Neutral,"Launching MPO Go, Airlangga Minta Golkar Jadi Nomor 1 di Medsos",launching mpo go airlangga golkar nomor 1 medsos
2022-06-19,Ormas Saja,Negative,"Heboh Editan Wajah Jokowi di Borobudur, Roy Suryo Dipolisikan",heboh edit wajah jokowi borobudur roy suryo polisi
2022-09-26,Ormas Saja,Negative,"Jadi Ahli di MK, Ketua MUI: Pernikahan Beda Agama Haram",ahli mk ketua mui nikah beda agama haram
2012-12-14,Ormas Saja,Negative,Anggota Ormas Serang Petugas di Pengadilan,anggota ormas serang tugas adil
2022-09-25,Persatuan Islam (Persis),Neutral,Saat Prabowo Kaget Ditunjuk Wakili Jokowi ke Muktamar Persis,prabowo kaget wakil jokowi muktamar persis
2022-08-18,Ormas Saja,Negative,"Massa Geruduk Kejari, Desak Penyelesaian Kasus Pasar Pelita Sukabumi",massa geruduk kejar desak selesai pasar pelita sukabumi
2022-06-16,Nahdlatul Ulama (NU),Negative,Sosok Kartosoewirjo yang Ajarannya Dianut Khilafatul Muslimin,sosok kartosoewirjo ajar anut khilafatul muslimin
2022-10-30,Nahdlatul Ulama (NU),Neutral,Penjelasan PBNU soal Usulan Agar Pemerintah Larang Wahabi Takfiri,pbnu usul perintah larang wahabi takfiri
2022-11-21,Muhammadiyah,Positive,Duet Haedar Nashir-Abdul Mu'ti Kembali Pimpin Muhammadiyah 5 Tahun ke Depan,duet haedar nashir-abdul mu ti pimpin muhammadiyah 5
2022-09-24,Ormas Saja,Neutral,"Pria yang Viral Marah-marah di SPBU Bekasi Minta Maaf, Begini Pengakuannya",pria viral marah spbu bekas maaf
2022-12-22,Ormas Saja,Positive,Dua Bamus Betawi Deklarasi Bersatu Jadi Majelis Amanah Masyarakat Betawi,bamus betawi deklarasi majelis amanah masyarakat betawi
2022-08-16,Ormas Saja,Positive,"Kisah Negara Pertama yang Akui Kemerdekaan RI, Putar Lagu Indonesia Raya",kisah negara merdeka ri putar lagu indonesia raya
2022-11-20,Ormas Saja,Negative,Penyelenggara Kontes Busana Transpuan di Surabaya Tak Pernah Ajukan Izin,selenggara kontes busana transpuan surabaya aju izin
2022-09-21,Ormas Saja,Negative,Deretan Preman Kecele Sebab Salah Sasaran,deret preman kecele salah sasar
2012-11-30,Ormas Saja,Negative,Ormas Hadang Eksekusi Ruko,ormas hadang eksekusi ruko
2022-09-21,Ormas Saja,Negative,4 Aksi Preman Pemalak Kecele Targetnya Ternyata Aparat,4 aksi preman malak kecele target nyata aparat
2022-09-22,Ormas Saja,Neutral,Kapolda Metro ke Mahasiswa: Demo di Monas Aja daripada di Jalan,kapolda metro mahasiswa demo monas aja jalan
2022-06-12,Ormas Saja,Negative,Deretan Tokoh Khilafatul Muslimin Ditangkap Mulai Lampung hingga Surabaya,deret tokoh khilafatul muslimin tangkap lampung surabaya
2022-06-12,Ormas Saja,Negative,Rentetan Penangkapan Tokoh Khilafatul Muslimin: Dari Lampung hingga Jatim,rentet tangkap tokoh khilafatul muslimin lampung jatim
2022-09-21,Ormas Saja,Negative,Sangar Preman Bekasi Pudar Saat Palak Anggota Pasukan Katak,sangar preman bekas pudar palak anggota pasu katak
2022-09-21,Ormas Saja,Negative,Preman Bekasi Palak Pasukan Elite TNI Ujungnya Cium Tangan,preman bekas palak pasu elite tni ujung cium tangan
2022-06-11,Muhammadiyah,Neutral,Idul Adha 2022 Tanggal Berapa? Ini Penetapan Muhammadiyah dan Pemerintah,idul adha 2022 tanggal muhammadiyah perintah
2022-09-21,Ormas Saja,Negative,Kala Preman Bekasi Palak Orang Ternyata Pasukan Elite TNI,preman bekas palak orang nyata pasu elite tni
2022-11-18,Nahdlatul Ulama (NU),Negative,"PWNU DKI Protes Anies Usul Hibah 2023 Cuma Rp 4 M, Heru Budi: Lagi Dibahas",pwnu dki protes anies usul hibah 2023 rp 4 m heru budi bahas
2022-12-19,Ormas Saja,Neutral,"166.791 Personel Gabungan Bakal Amankan Nataru, Termasuk Banser",166 791 personel gabung aman nataru masuk banser
2012-11-08,Ormas Saja,Negative,Cabut Spanduk Mahasiswa Diserang Ormas,cabut spanduk mahasiswa serang ormas
2022-09-20,Ormas Saja,Negative,Preman Palak TNI AL di Bekasi: Awal Mula Kejadian Hingga Pelaku Minta Maaf,preman palak tni al bekas laku maaf
2022-08-13,Ormas Saja,Negative,"Projo Sebut Kalah Pilpres Masuk Penjara, Demokrat Nilai Muatan Kebencian",projo kalah pilpres masuk penjara demokrat nilai muat benci
2022-06-10,Ormas Saja,Neutral,Sederet Fakta Penggeledahan Kantor Khilafatul Muslimin di Solo-Klaten,deret fakta geledah kantor khilafatul muslimin solo-klaten
2022-12-09,Ormas Saja,Positive,Visual 360: Dukungan Lewat Bunga di Polsek Astana Anyar,visual 360 dukung bunga polsek astana anyar
2022-09-19,Ormas Saja,Neutral,"Soal Wacana Jokowi Jadi Cawapres 2024, Biar MK Menilai Boleh Tidaknya",wacana jokowi cawapres 2024 biar mk nilai
2022-08-11,Ormas Saja,Negative,KPU Tindak Lanjuti Nama 3 Kader Gerindra NTB Dicatut Golkar di Sipol KPU,kpu tindak nama 3 kader gerindra ntb catut golkar sipol kpu
2022-10-14,Ormas Saja,Positive,"Anies Baswedan: Atas Izin Allah, 5 Tahun di DKI Berjalan Baik",anies baswedan izin allah 5 dki jalan
2022-12-19,Ormas Saja,Positive,Kapolri Libatkan Banser hingga Kokam Jaga Tempat Ibadah Saat Natal,kapolri libat banser kokam jaga ibadah natal
