date,headline,ormas,sentiment,headline_stem
2023-02-16 08:08:00,"Sambut JoMan, Gerindra: Gerbong Dukungan ke Prabowo Kian Panjang",Ormas Saja,Positive,sambut joman gerindra gerbong dukung ke prabowo kian panjang
2022-12-07 17:56:00,Ali Fauzi Heran Masih Ada Bom Bunuh Diri Padahal Pemerintah Punya BNPT,Nahdlatul Ulama (NU),Negative,ali fauzi heran masih ada bom bunuh diri padahal perintah punya bnpt
2013-08-26 08:29:00,"Gara-gara Kotoran Burung, Warga dan Anggota Ormas Bentrok",Ormas Saja,Negative,gara-gara kotor burung warga dan anggota ormas bentrok
2022-07-17 13:00:00,Mengais Asa di Puing-puing Kejayaan Pantura,Ormas Saja,Neutral,kais asa di puing jaya pantura
2022-12-06 11:13:00,"Parkir Liar Diduga Raup Ratusan Miliar Setahun, Pemprov DKI Diminta Audit",Ormas Saja,Negative,parkir liar duga raup ratus miliar tahun pemprov dki minta audit
2022-12-04 17:15:00,Jubir RKUHP Jelaskan Isi Pasal Jerat Penyebar Paham Anti-Pancasila,Ormas Saja,Neutral,jubir rkuhp jelas isi pasal jerat sebar paham anti-pancasila
2022-12-25 15:06:00,Ketua PWNU Jatim Nilai PAN di Era Zulhas Makin Dekat dengan NU,Nahdlatul Ulama (NU),Positive,ketua pwnu jatim nilai pan di era zulhas makin dekat dengan nu
2023-01-17 17:03:00,Ridwan Kamil: Kemungkinan Besok Sore Masuk Golkar,Ormas Saja,Neutral,ridwan kamil mungkin besok sore masuk golkar
2022-12-25 00:56:00,"Misa Natal Selesai, Jemaat Tinggalkan Gereja Katedral Jakarta",Ormas Saja,Neutral,misa natal selesai jemaat tinggal gereja katedral jakarta
2022-12-24 20:05:00,Airin Dorong Kaum Perempuan Ikut Berkontribusi pada Kemajuan Negara,Ormas Saja,Positive,airin dorong kaum perempuan ikut kontribusi pada maju negara
2022-12-02 17:22:00,Muhammadiyah: Kunjungan Utusan AS untuk LGBTQI+ ke RI Hanya Buat Gaduh,Muhammadiyah,Negative,muhammadiyah kunjung utus as untuk lgbtqi ke ri hanya buat gaduh
2022-10-27 11:30:00,Kisah Sabay Brigez Tinggalkan Kenakalan hingga Urus Lingkungan,Ormas Saja,Positive,kisah sabay brigez tinggal nakal hingga urus lingkung
2022-12-23 22:13:00,"Perayaan Nataru di Mojokerto, Konvoi Dilarang-Tetap Patuhi Prokes",Ormas Saja,Neutral,raya nataru di mojokerto konvoi dilarang-tetap patuh prokes
2013-08-14 08:03:00,Anggota Ormas Datangi Mapolres Dukung Anggota FPI yang Ditahan,Front Pembela Islam (FPI),Negative,anggota ormas datang mapolres dukung anggota fpi yang tahan
2022-12-23 15:21:00,Konferensi Islam ASEAN di Nusa Dua Hasilkan 10 Poin Penting,Nahdlatul Ulama (NU),Positive,konferensi islam asean di nusa dua hasil 10 poin penting
2022-12-23 13:23:00,Masjid Istiqlal Sediakan Lahan Parkir untuk Jemaat Gereja Katedral saat Natal,Ormas Saja,Positive,masjid istiqlal sedia lahan parkir untuk jemaat gereja katedral saat natal
2023-01-25 14:00:00,Jejak Pimpinan Khilafatul Muslimin Ditangkap hingga Divonis 10 Tahun Bui,Ormas Saja,Negative,jejak pimpin khilafatul muslimin tangkap hingga vonis 10 tahun bui
2023-01-25 15:49:00,"8 Pengeroyok Aktivis Islam di Labuhanbatu Ditangkap, 1 Pemilik Diskotek",Ormas Saja,Negative,8 keroyok aktivis islam di labuhanbatu tangkap 1 milik diskotek
2022-11-30 23:25:00,Pemimpin Khilafatul Muslimin Jalani Sidang Perdana di PN Surabaya,Ormas Saja,Neutral,pimpin khilafatul muslimin jalan sidang perdana di pn surabaya
2022-11-30 13:30:00,9 Hasil Mudzakarah Haji: Dorong Kuota Normal hingga Larang Dana Talangan,Ormas Saja,Positive,9 hasil mudzakarah haji dorong kuota normal hingga larang dana talang
2022-12-22 13:56:00,"Buka Konferensi Islam ASEAN, Ma'ruf Harap Posisi Muslim Makin Kukuh di Dunia",Ormas Saja,Positive,buka konferensi islam asean ma ruf harap posisi muslim makin kukuh di dunia
2022-12-22 13:20:00,Kapolri Pastikan Personel Gabungan Siap Amankan Natal dan Tahun Baru,Ormas Saja,Neutral,kapolri pasti personel gabung siap aman natal dan tahun baru
2023-01-05 16:03:00,Siap-siap! Besok Kemenag Buka Seleksi Petugas Haji 2023,Ormas Saja,Neutral,siap besok kemenag buka seleksi tugas haji 2023
2023-01-05 16:36:00,"Simak, Kemenag Buka Seleksi Petugas Haji 2023 Besok",Ormas Saja,Neutral,simak kemenag buka seleksi tugas haji 2023 besok
2013-08-12 20:03:00,Korban Salah Sasaran Bentrok Ormas dan Warga,Ormas Saja,Negative,korban salah sasar bentrok ormas dan warga
2023-02-01 12:11:00,"Shinta Ratri Meninggal, Ini Profil Ponpes Waria Al Fatah yang Didirikannya",Ormas Saja,Neutral,shinta ratri tinggal ini profil ponpes waria al fatah yang diri
2022-11-28 20:45:00,"Dear Pengguna Medsos, Hati-hati Sebar Narasi soal Korban Gempa",Ormas Saja,Neutral,dear guna medsos hati sebar narasi soal korban gempa
2023-01-23 21:40:00,"Peduli Dakwah, Gubernur Sumsel Terima Anugerah IKADI Award 2022",Nahdlatul Ulama (NU),Positive,peduli dakwah gubernur sumsel terima anugerah ikadi award 2022
2023-01-03 15:12:00,"Polri: Operasi Lilin 2022 Berjalan Kondusif, Tak Ada Gangguan Terorisme",Ormas Saja,Positive,polri operasi lilin 2022 jalan kondusif tak ada ganggu terorisme
2022-11-27 11:05:00,"Paripurna HUT Ke-14 Tangsel, Walkot Pamer Capaian Pembangunan",Ormas Saja,Positive,paripurna hut ke-14 tangsel walkot pamer capai bangun
2022-10-20 10:28:00,Ketahanan Sosial Menghadapi Krisis,Ormas Saja,Neutral,tahan sosial hadap krisis
2023-01-12 15:03:00,Sidang Gugatan Pendirian Gereja Cilegon Ditunda,Ormas Saja,Neutral,sidang gugat diri gereja cilegon tunda
2023-01-25 12:12:00,Abdul Qadir Hasan Baraja Pimpinan Khilafatul Muslimin Divonis 10 Tahun Bui,Ormas Saja,Negative,abdul qadir hasan baraja pimpin khilafatul muslimin vonis 10 tahun bui
2023-02-16 11:52:00,Ketum JoMan Temui Prabowo di Kertanegara Sore Ini,Ormas Saja,Neutral,tum joman temu prabowo di kertanegara sore ini
2022-12-16 00:22:00,KPU Bandung Uji Tiga Skema Rancangan Perubahan Dapil Pemilu 2024,Ormas Saja,Neutral,kpu bandung uji tiga skema rancang ubah dapil milu 2024
2013-07-25 08:36:00,Razia Ormas Merusak Warung,Ormas Saja,Negative,razia ormas rusak warung
2023-02-15 16:39:00,"Dukung Prabowo Nyapres, JoMan Ganti Nama Jadi Prabowo Mania 08",Ormas Saja,Positive,dukung prabowo nyapres joman ganti nama jadi prabowo mania 08
2022-12-29 19:29:00,"Tak Hanya Bawaslu, Polri Juga Bakal Petakan Potensi Kerawanan Pemilu 2024",Ormas Saja,Neutral,tak hanya bawaslu polri juga bakal peta potensi rawan milu 2024
2022-11-20 20:49:00,Pakar Politik dari AS Bicara soal Islam Sejalan dengan Demokrasi,Ormas Saja,Neutral,pakar politik dari as bicara soal islam jalan dengan demokrasi
2022-12-13 10:43:00,Kepemimpinan Perempuan di Kacamata NU dan Muhammadiyah,Nahdlatul Ulama (NU),Neutral,pimpin perempuan di kacamata nu dan muhammadiyah
2022-11-20 08:10:00,Tampang Jukir Pukul Polisi di Makassar Usai Cekcok dengan Ketua Batalyon 120,Ormas Saja,Negative,tampang jukir pukul polisi di makassar usai cekcok dengan ketua batalyon 120
2022-11-20 07:40:00,6 Fakta Ketua Batalyon 120 Makassar Ditangkap Usai Serang Hotel-Dibebaskan,Ormas Saja,Negative,6 fakta ketua batalyon 120 makassar tangkap usai serang hotel-dibebaskan
2023-01-26 05:58:00,3 Fakta Pimpinan Khilafatul Muslimin Divonis 10 Tahun Penjara,Ormas Saja,Negative,3 fakta pimpin khilafatul muslimin vonis 10 tahun penjara
2022-12-28 13:48:00,Bripka HK Disidang Etik Terkait Dugaan Perselingkuhan dan KDRT,Ormas Saja,Negative,bripka hk sidang etik kait duga selingkuh dan kdrt
2022-12-26 16:31:00,PP Jabar Siap Dukung Ridwan Kamil di Pilpres 2024,Pemuda Pancasila (PP),Positive,pp jabar siap dukung ridwan kamil di pilpres 2024
2023-01-16 14:14:00,"TKA-TKI PT GNI Tewas, Bupati Duga Bentrok Dipicu Provokator dari Luar",Ormas Saja,Negative,tka-tki pt gni tewas bupati duga bentrok picu provokator dari luar
2013-07-20 17:16:00,Buntut Dibalik Kekerasan Ormas,Ormas Saja,Negative,buntut balik keras ormas
2022-07-28 22:00:00,Jabar Hari Ini: Habib Bahar Dituntut 5 Tahun Bui-Pemeran Pria Video Mesum Kabur,Ormas Saja,Negative,jabar hari ini habib bahar tuntut 5 tahun bui-pemeran pria video mesum kabur
2023-01-30 14:15:00,"Aksi Bela Al-Qur'an 301, Massa FPI-PA 212 Tiba di Depan Kedubes Swedia",Front Pembela Islam (FPI),Negative,aksi bela al-qur an 301 massa fpi-pa 212 tiba di depan dubes swedia
2022-12-09 23:33:00,"Antisipasi Bom, Perbatasan Surabaya Akan Disekat di Malam Tahun Baru",Ormas Saja,Neutral,antisipasi bom batas surabaya akan sekat di malam tahun baru
2022-12-25 09:53:00,Untaian Doa Natal dari Kampung Kerukunan Ciamis,Ormas Saja,Positive,untai doa natal dari kampung rukun ciamis
2022-10-05 09:00:00,"Sejarah Pemilu di Indonesia dari Masa ke Masa, Mulai 1955 hingga 2022",Ormas Saja,Neutral,sejarah milu di indonesia dari masa ke masa mulai 1955 hingga 2022
2022-10-04 07:00:00,Pemuda Loji Sukabumi Olah Sampah di Pesisir Pantai Jadi Cuan!,Ormas Saja,Positive,pemuda loji sukabumi olah sampah di pesisir pantai jadi cuan
2022-12-23 20:58:00,Airlangga Minta Golkar Sumut Solid Menangkan Pemilu 2024,Ormas Saja,Neutral,airlangga minta golkar sumut solid menang milu 2024
2023-01-03 12:55:00,Ini 8 Daftar Perppu yang Dikeluarkan Jokowi dan Alasan Lahirnya,Pemuda Pancasila (PP),Neutral,ini 8 daftar perppu yang keluar jokowi dan alas lahir
2022-12-07 08:15:00,LHP BPK 2021: 257 Penerima Hibah di Jabar Bermasalah,Ormas Saja,Negative,lhp bpk 2021 257 terima hibah di jabar masalah
2022-10-02 08:39:00,Kala Anies Dapat Jaminan Suara dari Pemuda Pancasila,Ormas Saja,Neutral,kala anies dapat jamin suara dari pemuda pancasila
2022-07-20 16:11:00,Polisi Selidiki Bukti Kekerasan Ormas,Ormas Saja,Negative,polisi selidik bukti keras ormas
2022-12-06 12:43:00,Heru Budi Minta Dishub Tertibkan Parkir Liar di DKI!,Ormas Saja,Negative,heru budi minta dishub tertib parkir liar di dki
2022-12-22 09:50:00,Ma'ruf Amin Akan Buka Konferensi Islam Tingkat ASEAN di Bali,Ormas Saja,Neutral,ma ruf amin akan buka konferensi islam tingkat asean di bal
2022-10-01 08:01:00,Kisah di Balik Nisan Makam Massal Korban Pembantaian Usai G30S Plumbon Semarang,Ormas Saja,Negative,kisah di balik nisan makam massal korban bantai usai g30s plumbon semarang
2023-01-13 09:44:00,Kemendagri Raih Predikat Kepatuhan Tinggi Standar Pelayanan Publik,Ormas Saja,Positive,kemendagri raih predikat patuh tinggi standar layan publik
2022-11-11 07:10:00,"Keliling Sumbar, Andre Rosiade: Alhamdulillah Warga Tetap Pilih Prabowo",Ormas Saja,Positive,keliling sumbar andre rosiade alhamdulillah warga tetap pilih prabowo
2023-01-01 16:51:00,"Tak Akan Gerus Pemilih PAN, Partai Ummat Akui Punya Suara Besar di Jawa",Ormas Saja,Neutral,tak akan gerus pilih pan partai ummat aku punya suara besar di jawa
2022-12-31 14:41:00,Ganjar Angkat Bicara Terkait Polemik Bantuan Baznas untuk Kader PDIP,Ormas Saja,Negative,ganjar angkat bicara kait polemik bantu baznas untuk kader pdip
2022-12-04 06:40:00,Razia Gangster di Surabaya Amankan 12 Orang Bawa Senjata Tajam,Ormas Saja,Negative,razia gangster di surabaya aman 12 orang bawa senjata tajam
2022-12-19 18:35:00,"Indonesia Tuan Rumah Konferensi Islam ASEAN di Bali, Rencana Dibuka Wapres",Ormas Saja,Positive,indonesia tuan rumah konferensi islam asean di bal rencana buka wapres
2022-09-02 22:00:00,Jabar Hari Ini: ANNAS Heran Peresmian Gedung Dakwah Tuai Polemik,Ormas Saja,Negative,jabar hari ini annas heran resmi gedung dakwah tuai polemik
2022-07-02 18:50:00,UU Ormas Disahkan Parlemen Jalanan Menolak,Ormas Saja,Negative,uu ormas sah parlemen jalan tolak
2022-12-02 09:48:00,Habib Rizieq Sebut Panitia Dapat Ancaman Gelar Reuni 212,Ormas Saja,Negative,habib rizieq sebut panitia dapat ancam gelar reuni 212
2022-11-06 15:25:00,Alasan MK Haruskan Pimpinan Organisasi Advokat Maksimal 2 Periode,Ormas Saja,Neutral,alas mk harus pimpin organisasi advokat maksimal 2 periode
2022-09-25 06:51:00,Menyorot Penolakan Gereja di Kota Baja,Ormas Saja,Negative,sorot tolak gereja di kota baja
2023-01-30 16:47:00,Massa Aksi Bela Al-Qur'an Tuntut Pemerintah Usir Kedubes Swedia-Belanda,Ormas Saja,Negative,massa aksi bela al-qur an tuntut perintah usir dubes swedia-belanda
2022-12-28 16:20:00,"PPATK Blokir 2.000-an Rekening Senilai Rp 1,7 T Terkait Judi-Investasi Bodong",Pemuda Pancasila (PP),Negative,ppatk blokir 2 000-an rekening nila rp 1 7 t kait judi-investasi bodong
2022-11-04 09:01:00,Kemenag Ajak Umat Islam Salat Khusuf saat Gerhana Bulan Total 8 November,Ormas Saja,Neutral,kemenag ajak umat islam salat khusuf saat gerhana bulan total 8 november
2022-09-22 09:00:00,Tanda Tanya Penjegal Prabowo Usai Isi Baliho Mengemuka,Ormas Saja,Negative,tanda tanya jegal prabowo usai isi baliho muka
2022-11-29 14:57:00,Kesaksian Anak Letkol Mubin soal Luka Tusukan Maut di Lembang,Ormas Saja,Negative,saksi anak letkol mubin soal luka tusuk maut di lembang
2022-10-09 19:15:00,Jabar Sepekan: Puluhan Kucing Dibantai hingga Penagih Utang Tusuk Nasabah,Ormas Saja,Negative,jabar pek puluh kucing bantai hingga tagih utang tusuk nasabah
2023-01-16 18:02:00,Bupati Morowali Utara Kecam Bentrokan Maut di PT GNI yang Tewaskan 2 Orang,Ormas Saja,Negative,bupati morowali utara kecam bentrok maut di pt gni yang tewas 2 orang
2013-06-26 11:24:00,"Terlibat Penodongan, Anggota Ormas Ditahan",Ormas Saja,Negative,libat todong anggota ormas tahan
2022-11-01 11:10:00,"Gugatan UU PSDN Ditolak, Imparsial dkk: Putusan MK Sesat Pikir",Ormas Saja,Negative,gugat uu psdn tolak imparsial dkk putus mk sesat pikir
2023-01-30 17:47:00,5 Pernyataan Sikap Massa Aksi Bela Al-Qur'an ke Kedubes Swedia-Belanda,Ormas Saja,Negative,5 nyata sikap massa aksi bela al-qur an ke dubes swedia-belanda
2022-12-22 18:54:00,"Majelis Persatuan Betawi Dipimpin Marullah, 2 Eks Ketua Bamus Jadi Wakil",Ormas Saja,Neutral,majelis satu betawi pimpin marullah 2 eks ketua bamus jadi wakil
2022-10-06 22:00:00,Jabar Hari Ini: Penagih Utang Tusuk Nasabah hingga Pesan Demul soal Gugatan Cerai,Ormas Saja,Negative,jabar hari ini tagih utang tusuk nasabah hingga pesan demul soal gugat cerai
2022-11-26 20:39:00,KUPI II Jepara Soroti Perlindungan Jiwa Perempuan Korban Kekerasan Seks,Ormas Saja,Negative,kupi ii jepara sorot lindung jiwa perempuan korban keras seks
2022-10-29 21:10:00,Kisah Makam-makam Keramat Palsu di Sukabumi yang Dihancurkan FPI,Front Pembela Islam (FPI),Negative,kisah makam keramat palsu di sukabumi yang hancur fpi
2022-09-15 10:38:00,Duduk Perkara Perselisihan Jenderal Dudung dan Effendi Simbolon,Ormas Saja,Negative,duduk perkara selisih jenderal dudung dan effendi simbolon
2022-12-24 06:52:00,"Airlangga: KIB Tunggu Partai Lain Bergabung, Kemudian Umumkan Capres",Ormas Saja,Neutral,airlangga kib tunggu partai lain gabung kemudian umum capres
2022-09-14 16:23:00,"KSAD Arahkan Prajurit Protes Effendi, Anggota DPR Harap Panglima Turun Tangan",Ormas Saja,Negative,ksad arah prajurit protes effendi anggota dpr harap panglima turun tangan
2022-09-14 13:29:00,Perintah Jenderal Dudung ke Prajurit TNI AD Protes Effendi Simbolon,Ormas Saja,Negative,perintah jenderal dudung ke prajurit tni ad protes effendi simbolon
2013-06-24 08:48:00,Ormas Islam Gerebek Gudang Miras,Ormas Islam,Negative,ormas islam gerebek gudang miras
2022-12-11 10:11:00,"Subuhan Bareng UAH di Solo, Zulhas Doakan Acara Kaesang-Erina Lancar",Ormas Saja,Positive,subuh bareng uah di solo zulhas doa acara kaesang-erina lancar
2023-04-16 17:38:00,Saat Walkot Bobby Bubarkan Konvoi SOTR Ormas di Medan,Ormas Saja,Negative,saat walkot bobby bubar konvoi sotr ormas di medan
2022-12-09 20:30:00,"Lewat Teaterikal, Pemuda Sukabumi Tekankan Bahaya Laten Korupsi",Ormas Saja,Neutral,lewat teaterikal pemuda sukabumi tekan bahaya laten korupsi
2022-11-21 15:29:00,"Penggeruduk Paksa Masuk ke Rumah Keluarga Wanda Hamidah, HP Ponakan Diambil",Ormas Saja,Negative,penggeruduk paksa masuk ke rumah keluarga wanda hamidah hp ponakan ambil
2022-09-09 09:47:00,Kemenag soal Pembangunan Gereja Cilegon: Kepala Daerah Harus Fasilitasi,Ormas Saja,Neutral,kemenag soal bangun gereja cilegon kepala daerah harus fasilitas
2022-10-24 11:30:00,"Kunjungi Kalbar, Nadiem Bakal Tinjau Pelaksanaan Program Prioritas",Ormas Saja,Neutral,kunjung kalbar nadiem bakal tinjau laksana program prioritas
2022-10-23 14:00:00,"Puncak Hari Santri 2022, Menag: Santri Bisa Jadi Pengusaha hingga Presiden",Ormas Saja,Positive,puncak hari santri 2022 menag santri bisa jadi usaha hingga presiden
2022-12-06 21:11:00,"Marak Parkir Liar, Pemkot Jakpus Sebut Pengelola GI Ajukan Tambahan Lahan",Ormas Saja,Negative,marak parkir liar pemkot jakpus sebut kelola gi aju tambah lahan
2022-11-18 14:51:00,"Japto Pastikan Dukung Kader Pemuda Pancasila Jadi Capres, Termasuk Anies",Ormas Saja,Neutral,japto pasti dukung kader pemuda pancasila jadi capres masuk anies
2022-04-12 22:00:00,Jabar Hari Ini: Habib Bahar Bantah Sebar Hoaks-Demo Berlanjut di Sukabumi,Ormas Saja,Neutral,jabar hari ini habib bahar bantah sebar hoaks-demo lanjut di sukabumi
2013-06-17 09:21:00,Karyawan TV Dikeroyok Anggota Ormas,Ormas Saja,Negative,karyawan tv keroyok anggota ormas
2022-10-19 21:44:00,Cak Imin Sebut Kebumen Layak Ditetapkan Jadi Kota Santri,Ormas Saja,Positive,cak imin sebut kebumen layak tetap jadi kota santri
2022-11-16 15:06:00,Mertua Diperiksa Terkait Dugaan Perselingkuhan dan KDRT Bripka HK,Ormas Saja,Negative,mertua periksa kait duga selingkuh dan kdrt bripka hk
2022-10-19 06:20:00,Cerita Makam Keramat Palsu di Gunung Tangkil Sukabumi,Nahdlatul Ulama (NU),Neutral,cerita makam keramat palsu di gunung tangkil sukabumi
2022-12-16 14:35:00,"Menag: Kapasitas Ibadah Natal Maksimal 100 Persen, Tak Ada Tenda Tambahan",Ormas Saja,Neutral,menag kapasitas ibadah natal maksimal 100 persen tak ada tenda tambah
2022-06-09 22:00:00,Jabar Hari Ini: Jasad  Eril Ditemukan hingga Bonbin Bandung Terancam Disegel,Ormas Saja,Negative,jabar hari ini jasad eril temu hingga bonbin bandung ancam segel
2022-08-31 12:59:00,HNW Sebut RUU Sisdiknas Bertentangan dengan UU Pesantren,Ormas Saja,Negative,hnw sebut ruu sisdiknas tentang dengan uu pesantren
2022-11-13 08:30:00,7 Hal Diketahui soal Bripka HK Diadukan Selingkuh dengan Banyak Wanita,Ormas Saja,Negative,7 hal tahu soal bripka hk adu selingkuh dengan banyak wanita
2022-11-12 16:56:00,Pengakuan Istri soal Perselingkuhan Bripka HK dengan Belasan Wanita,Ormas Saja,Negative,aku istri soal selingkuh bripka hk dengan bas wanita
2022-12-29 18:52:00,"Nikita Mirzani Bebas Dari Rutan, Langsung Tersenyum Lebar",Ormas Saja,Positive,nikita mirzani bebas dari rutan langsung senyum lebar
2023-01-20 14:33:00,Apa itu LSM dan Apa Tugasnya? Simak Penjelasannya di Sini,Ormas Saja,Neutral,apa itu lsm dan apa tugas simak jelas di sini
2013-05-23 10:20:00,Ormas Gerebek Gudang Miras dan Obat Ilegal,Ormas Saja,Negative,ormas gerebek gudang miras dan obat ilegal
2022-12-12 18:35:00,Pemprov Salurkan 60 Ribu Paket Sembako-Beras ke Korban Banjir Kalteng,Ormas Saja,Positive,pemprov salur 60 ribu paket sembako-beras ke korban banjir kalteng
2022-11-09 08:44:00,PUI Gelar Tasyakuran Anugerah Pahlawan Nasional KH Ahmad Sanusi,Nahdlatul Ulama (NU),Positive,pui gelar tasyakur anugerah pahlawan nasional kh ahmad sanusi
2022-12-10 22:53:00,"Beredar Isu SDN Pocin 1 Digusur Minggu Subuh, Ortu dan Siswa Nginap di Kelas",Ormas Saja,Negative,edar isu sdn pocin 1 gusur minggu subuh ortu dan siswa nginap di kelas
2022-11-08 16:50:00,Warga Majalengka Diminta Tunaikan Salat Gerhana Bulan,Ormas Saja,Neutral,warga majalengka minta tunai salat gerhana bulan
2022-11-08 11:49:00,Cara Melihat Gerhana Bulan Total 8 November: Waktu dan Lokasi,Ormas Saja,Neutral,cara lihat gerhana bulan total 8 november waktu dan lokasi
2022-11-07 21:53:00,Perhutanan Sosial Diharap Tingkatkan Kesejahteraan Masyarakat Kalteng,Ormas Saja,Positive,hutan sosial harap tingkat sejahtera masyarakat kalteng
2022-12-23 15:42:00,"Ada Kode 'Langit Tujuh' dari Beking Ngeri Tambang Ilegal, Apa Maksudnya?",Ormas Saja,Negative,ada kode langit tujuh dari beking ngeri tambang ilegal apa maksud
2022-10-03 17:52:00,Sekjen Ungkap Kontrak Politik NasDem dan Anies,Ormas Saja,Neutral,sekjen ungkap kontrak politik nasdem dan anies
2022-11-22 19:19:00,"KIB Belum Juga Umumkan Capres, Airlangga: Tunggu Tambahan Partai",Ormas Saja,Neutral,kib belum juga umum capres airlangga tunggu tambah partai
2022-07-05 08:03:00,Utak Atik Capres dan Koalisi dari Situasi Terkini,Ormas Saja,Neutral,utak atik capres dan koalisi dari situasi kini
2013-05-07 19:05:00,Bentrok Ormas Kembali Terjadi,Ormas Saja,Negative,bentrok ormas kembali jadi
2022-11-21 22:04:00,Air Mata dan Pembelaan Nikita Mirzani di Sidang Pencemaran Nama Baik,Ormas Saja,Negative,air mata dan bela nikita mirzani di sidang cemar nama baik
2022-08-11 11:10:00,DPR Ideal dan Dominasi Caleg Jalur Pengusaha,Ormas Saja,Negative,dpr ideal dan dominasi caleg jalur usaha
2022-12-04 20:32:00,"Bertambah, Jumlah yang Diamankan Saat Razia Gangster Surabaya Jadi 26 Orang",Ormas Saja,Negative,tambah jumlah yang aman saat razia gangster surabaya jadi 26 orang
2022-11-01 07:43:00,"Pembangunan Masjid di Aceh Dihalangi, Muhammadiyah Tuntut Pj Bupati Ditegur",Muhammadiyah,Negative,bangun masjid di aceh halang muhammadiyah tuntut pj bupati tegur
2021-09-29 14:20:00,Cerita Penyintas 1965 yang 'Diasingkan' di Kamp Khusus Tapol Perempuan,Ormas Saja,Negative,cerita sintas 1965 yang asing di kamp khusus tapol perempuan
2022-12-20 10:53:00,"Sempat Absen, Anggota DPRD Pandeglang Tersangka Cabul Penuhi Panggilan Polisi",Ormas Saja,Negative,sempat absen anggota dprd pandeglang sangka cabul penuh panggil polisi
2022-12-19 10:30:00,Polri Kerahkan 102 Ribu Personel Amankan Perayaan Natal dan Tahun Baru,Ormas Saja,Neutral,polri kerah 102 ribu personel aman raya natal dan tahun baru
2022-05-06 23:00:00,Jabar Hari Ini: Penumpang Alphard Maki Polisi dan Pria Injak Al-Quran Ditangkap,Ormas Saja,Negative,jabar hari ini tumpang alphard maki polisi dan pria injak al-quran tangkap
2023-04-12 11:05:00,2 Ketua Ormas Ini Dibui 4 Tahun gegara Gelar Turnamen Futsal Fiktif,Ormas Saja,Negative,2 ketua ormas ini bui 4 tahun gegara gelar turnamen futsal fiktif
2022-11-17 06:29:00,Wanda Hamidah Siap Melawan Japto Soerjosoemarno soal Rebutan Lahan!,Ormas Saja,Negative,wanda hamidah siap lawan japto soerjosoemarno soal rebut lahan
2013-04-29 06:58:00,"Diduga Memeras, Polisi Tangkap 10 Anggota Ormas",Ormas Saja,Negative,duga peras polisi tangkap 10 anggota ormas
2022-11-30 13:53:00,Anak Bupati Langkat Divonis 19 Bulan Penjara di Kasus Kerangkeng,Ormas Saja,Negative,anak bupati langkat vonis 19 bulan penjara di kasus kerangkeng
2022-10-26 08:32:00,Terungkap Wanita Berpistol Coba Terobos Istana Pendukung HTI-Berpaham Radikal,Hizbut Tahrir Indonesia (HTI),Negative,ungkap wanita pistol coba terobos istana dukung hti-berpaham radikal
2022-10-25 22:25:00,BNPT Sebut Wanita Berpistol Mau Terobos Istana Berpaham Radikal-Pendukung HTI,Hizbut Tahrir Indonesia (HTI),Negative,bnpt sebut wanita pistol mau terobos istana paham radikal-pendukung hti
2022-11-15 12:15:00,"Bentuk Pengawas Partisipatif, Bawaslu Bakal Gandeng Pemilih Pemula-Lansia",Ormas Saja,Neutral,bentuk awas partisipatif bawaslu bakal gandeng pilih pemula-lansia
2022-11-28 16:40:00,Polisi Amankan 5 Pencopot Atribut di Tenda Pengungsi Cianjur,Ormas Saja,Negative,polisi aman 5 copot atribut di tenda ungsi cianjur
2022-09-22 06:03:00,Gerak Cepat Pencopotan Baliho di Madura yang Bikin Rating Prabowo Turun,Ormas Saja,Negative,gerak cepat copot baliho di madura yang bikin rating prabowo turun
2022-11-27 21:01:00,"Pencopotan Label Gereja di Bantuan Gempa, MUI Jabar: Hindari Hal Sensitif",Ormas Saja,Negative,copot label gereja di bantu gempa mui jabar hindar hal sensitif
2022-11-27 17:59:00,"LSI Denny JA Prediksi Golkar Bisa Berjaya di Jabar, Ada Faktor RK",Ormas Saja,Neutral,lsi denny ja prediksi golkar bisa jaya di jabar ada faktor rk
2022-11-27 17:26:00,"Lanjut Jaring Capres, Relawan Jokowi Gelar Musra di Hongkong dan Malaysia",Ormas Saja,Neutral,lanjut jaring capres rawan jokowi gelar musra di hongkong dan malaysia
2022-10-22 19:29:00,"HSN 2022, Ketua DPRD Surabaya: Kita Berutang Budi pada Santri",Ormas Saja,Positive,hsn 2022 ketua dprd surabaya kita utang budi pada santri
2013-04-23 19:08:00,Massa Ormas Serbu Kantor Partai Demokrat,Ormas Saja,Negative,massa ormas serbu kantor partai demokrat
2022-11-22 11:56:00,"PWNU Protes Dana Hibah 2023, Legislator DKI Usul Tarik Program MUI ke DMI",Nahdlatul Ulama (NU),Negative,pwnu protes dana hibah 2023 legislator dki usul tarik program mui ke dmi
2022-10-21 07:39:00,Kapolda Metro Belum Bahas soal 'Taman Demo' di Monas ke Heru Budi,Ormas Saja,Neutral,kapolda metro belum bahas soal taman demo di monas ke heru budi
2022-12-22 14:04:00,Daftar 5 Gereja Jadi Prioritas Pengamanan Natal 2022 di Kendal,Ormas Saja,Neutral,daftar 5 gereja jadi prioritas aman natal 2022 di kendal
2022-10-19 21:39:00,Waket MPR Kritisi Aturan Baru Kemenag soal Penanganan Kekerasan Seksual,Ormas Saja,Negative,waket mpr kritisi atur baru kemenag soal tangan keras seksual
